ภาค,จังหวัด,ประเภทคดีอาชญากรรม,ประเภทความผิด,2550,2551,2552,2553,2554,2555,2556,2557,2558,2559
ภาคเหนือ,แพร่,จับกุม,ฆ่าผู้อื่นโดยเจตนา,11,12,16,14,10,12,5,4,1,7
ภาคเหนือ,แพร่,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,2,3,1,1,3,1,2,1,0
ภาคเหนือ,แพร่,จับกุม,ทำให้ตายโดยประมาท,0,3,2,1,1,1,0,1,1,3
ภาคเหนือ,แพร่,จับกุม,พยายามฆ่า,18,10,16,12,10,9,8,9,15,12
ภาคเหนือ,แพร่,จับกุม,ทำร้ายร่างกาย,77,68,69,54,41,33,36,24,36,38
ภาคเหนือ,แพร่,จับกุม,ข่มขืนกระทำชำเรา,15,14,29,27,5,8,7,5,8,7
ภาคเหนือ,น่าน,รับแจ้ง,รวม,146,131,157,136,112,116,117,74,93,79
ภาคเหนือ,น่าน,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,16,14,17,14,14,5,12,10,16,9
ภาคเหนือ,น่าน,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,1,0,2,1,2,2,0,1
ภาคเหนือ,น่าน,รับแจ้ง,ทำให้ตายโดยประมาท,3,4,2,6,7,2,3,5,2,2
ภาคเหนือ,น่าน,รับแจ้ง,พยายามฆ่า,22,16,19,18,15,12,19,14,16,13
ภาคเหนือ,น่าน,รับแจ้ง,ทำร้ายร่างกาย,79,83,97,82,61,76,63,28,50,41
ภาคเหนือ,น่าน,รับแจ้ง,ข่มขืนกระทำชำเรา,25,14,21,16,13,20,18,15,9,13
ภาคเหนือ,น่าน,จับกุม,รวม,120,98,116,103,56,29,43,42,58,57
ภาคเหนือ,น่าน,จับกุม,ฆ่าผู้อื่นโดยเจตนา,10,8,10,8,6,3,8,7,12,5
ภาคเหนือ,น่าน,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,1,0,2,0,1,1,0,1
ภาคเหนือ,น่าน,จับกุม,ทำให้ตายโดยประมาท,2,3,2,5,4,1,1,5,1,1
ภาคเหนือ,น่าน,จับกุม,พยายามฆ่า,13,11,14,11,10,2,7,9,12,7
ภาคเหนือ,น่าน,จับกุม,ทำร้ายร่างกาย,73,64,71,66,30,16,23,16,26,30
ภาคเหนือ,น่าน,จับกุม,ข่มขืนกระทำชำเรา,21,12,18,13,4,7,3,4,7,13
ภาคเหนือ,พะเยา,รับแจ้ง,รวม,153,122,100,114,104,124,108,113,119,95
ภาคเหนือ,พะเยา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,13,16,12,11,10,10,15,10,9,7
ภาคเหนือ,พะเยา,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,3,1,2,0,2,7,3,3,6,2
ภาคเหนือ,พะเยา,รับแจ้ง,ทำให้ตายโดยประมาท,4,2,2,2,3,6,4,1,3,3
ภาคเหนือ,พะเยา,รับแจ้ง,พยายามฆ่า,16,16,11,12,17,15,10,15,11,4
ภาคเหนือ,พะเยา,รับแจ้ง,ทำร้ายร่างกาย,90,64,60,79,49,61,58,56,67,66
ภาคเหนือ,พะเยา,รับแจ้ง,ข่มขืนกระทำชำเรา,27,23,13,10,23,25,18,28,23,13
ภาคเหนือ,พะเยา,จับกุม,รวม,119,106,78,84,76,98,79,81,81,78
ภาคเหนือ,พะเยา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,7,12,9,7,9,10,13,6,5,6
ภาคเหนือ,พะเยา,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,2,0,1,6,3,2,6,2
ภาคเหนือ,พะเยา,จับกุม,ทำให้ตายโดยประมาท,3,2,2,2,2,5,3,0,3,3
ภาคเหนือ,พะเยา,จับกุม,พยายามฆ่า,12,14,9,8,13,12,8,11,8,3
ภาคเหนือ,พะเยา,จับกุม,ทำร้ายร่างกาย,75,59,47,64,37,46,38,43,42,54
ภาคเหนือ,พะเยา,จับกุม,ข่มขืนกระทำชำเรา,20,18,9,3,14,19,14,19,17,10
ภาคเหนือ,เชียงราย,รับแจ้ง,รวม,393,374,370,361,323,281,347,266,292,237
ภาคเหนือ,เชียงราย,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,41,55,51,48,60,48,44,49,33,42
ภาคเหนือ,เชียงราย,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,3,4,5,3,12,12,12,21,5,9
ภาคเหนือ,เชียงราย,รับแจ้ง,ทำให้ตายโดยประมาท,5,5,8,3,7,3,3,5,6,3
ภาคเหนือ,เชียงราย,รับแจ้ง,พยายามฆ่า,60,50,38,42,39,40,44,24,36,28
ภาคเหนือ,เชียงราย,รับแจ้ง,ทำร้ายร่างกาย,211,179,186,204,153,132,194,133,172,118
ภาคเหนือ,เชียงราย,รับแจ้ง,ข่มขืนกระทำชำเรา,73,81,82,61,52,46,50,34,40,37
ภาคเหนือ,เชียงราย,จับกุม,รวม,297,290,265,267,128,130,194,136,197,162
ภาคเหนือ,เชียงราย,จับกุม,ฆ่าผู้อื่นโดยเจตนา,26,31,22,24,29,27,23,22,22,26
ภาคเหนือ,เชียงราย,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,3,1,4,8,8,10,2,9
ภาคเหนือ,เชียงราย,จับกุม,ทำให้ตายโดยประมาท,5,5,5,1,4,2,2,2,3,2
ภาคเหนือ,เชียงราย,จับกุม,พยายามฆ่า,50,36,25,31,15,19,23,11,25,17
ภาคเหนือ,เชียงราย,จับกุม,ทำร้ายร่างกาย,166,150,154,167,61,56,104,71,116,85
ภาคเหนือ,เชียงราย,จับกุม,ข่มขืนกระทำชำเรา,48,64,56,43,15,18,34,20,29,23
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,รวม,74,67,69,55,53,33,81,70,83,69
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,11,12,7,6,13,6,9,5,5,8
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,0,3,2,0,1,1,1,1,1,2
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,ทำให้ตายโดยประมาท,1,1,1,1,1,1,2,3,1,4
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,พยายามฆ่า,16,13,7,3,5,4,9,7,4,1
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,ทำร้ายร่างกาย,37,31,37,41,23,15,40,47,56,43
ภาคเหนือ,แม่ฮ่องสอน,รับแจ้ง,ข่มขืนกระทำชำเรา,9,7,15,4,10,6,20,7,16,11
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,รวม,51,50,54,32,26,10,17,11,33,40
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,ฆ่าผู้อื่นโดยเจตนา,5,8,5,4,6,1,2,0,4,5
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,3,1,0,1,1,0,0,1,2
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,ทำให้ตายโดยประมาท,1,1,1,1,1,0,0,0,0,4
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,พยายามฆ่า,11,10,6,1,2,1,0,1,3,0
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,ทำร้ายร่างกาย,30,25,30,24,11,7,9,9,15,22
ภาคเหนือ,แม่ฮ่องสอน,จับกุม,ข่มขืนกระทำชำเรา,4,3,11,2,5,0,6,1,10,7
ภาคเหนือ,นครสวรรค์,รับแจ้ง,รวม,734,609,594,608,463,513,464,430,401,341
ภาคเหนือ,นครสวรรค์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,48,52,46,52,52,48,46,44,27,23
ภาคเหนือ,นครสวรรค์,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,5,3,9,3,6,4,5,9,7,6
ภาคเหนือ,นครสวรรค์,รับแจ้ง,ทำให้ตายโดยประมาท,3,4,7,3,3,6,3,3,4,2
ภาคเหนือ,นครสวรรค์,รับแจ้ง,พยายามฆ่า,124,124,111,113,80,104,113,87,92,47
ภาคเหนือ,นครสวรรค์,รับแจ้ง,ทำร้ายร่างกาย,443,340,326,326,240,278,224,236,227,208
ภาคเหนือ,นครสวรรค์,รับแจ้ง,ข่มขืนกระทำชำเรา,111,86,95,111,82,73,73,51,44,55
ภาคเหนือ,นครสวรรค์,จับกุม,รวม,417,329,369,368,217,214,337,280,321,321
ภาคเหนือ,นครสวรรค์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,27,27,31,30,32,29,40,37,24,22
ภาคเหนือ,นครสวรรค์,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,1,5,3,3,3,5,8,6,6
ภาคเหนือ,นครสวรรค์,จับกุม,ทำให้ตายโดยประมาท,3,4,6,2,0,4,2,3,3,2
ภาคเหนือ,นครสวรรค์,จับกุม,พยายามฆ่า,42,51,56,57,39,38,73,45,67,44
ภาคเหนือ,นครสวรรค์,จับกุม,ทำร้ายร่างกาย,281,216,212,219,110,110,164,156,186,199
ภาคเหนือ,นครสวรรค์,จับกุม,ข่มขืนกระทำชำเรา,62,30,59,57,33,30,53,31,35,48
ภาคเหนือ,อุทัยธานี,รับแจ้ง,รวม,173,167,161,141,136,124,135,119,118,87
ภาคเหนือ,อุทัยธานี,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,15,24,19,17,14,19,19,7,12,8
ภาคเหนือ,อุทัยธานี,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,0,0,0,3,1,3,1,2
ภาคเหนือ,อุทัยธานี,รับแจ้ง,ทำให้ตายโดยประมาท,1,0,3,1,2,0,1,0,2,2
ภาคเหนือ,อุทัยธานี,รับแจ้ง,พยายามฆ่า,38,38,42,18,26,31,35,22,21,17
ภาคเหนือ,อุทัยธานี,รับแจ้ง,ทำร้ายร่างกาย,93,78,73,74,67,54,56,60,67,41
ภาคเหนือ,อุทัยธานี,รับแจ้ง,ข่มขืนกระทำชำเรา,25,27,24,31,27,17,23,27,15,17
ภาคเหนือ,อุทัยธานี,จับกุม,รวม,85,89,93,79,65,69,100,94,100,81
ภาคเหนือ,อุทัยธานี,จับกุม,ฆ่าผู้อื่นโดยเจตนา,8,9,9,12,9,8,11,6,8,7
ภาคเหนือ,อุทัยธานี,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,0,0,0,0,3,1,3,0,2
ภาคเหนือ,อุทัยธานี,จับกุม,ทำให้ตายโดยประมาท,1,0,3,1,2,0,1,0,2,1
ภาคเหนือ,อุทัยธานี,จับกุม,พยายามฆ่า,14,14,24,8,8,21,24,20,19,15
ภาคเหนือ,อุทัยธานี,จับกุม,ทำร้ายร่างกาย,46,47,42,46,35,30,46,47,59,41
ภาคเหนือ,อุทัยธานี,จับกุม,ข่มขืนกระทำชำเรา,15,19,15,12,11,7,17,18,12,15
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,รวม,357,339,303,286,245,213,240,194,196,169
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,27,37,32,37,28,27,25,19,14,17
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,7,4,4,5,9,6,6,3,8,7
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ทำให้ตายโดยประมาท,2,6,2,3,3,2,3,4,0,0
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,พยายามฆ่า,82,57,62,57,45,36,40,44,41,37
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ทำร้ายร่างกาย,167,164,132,124,120,99,118,86,104,82
ภาคเหนือ,กำแพงเพชร,รับแจ้ง,ข่มขืนกระทำชำเรา,72,71,71,60,40,43,48,38,29,26
ภาคเหนือ,กำแพงเพชร,จับกุม,รวม,168,177,175,175,148,123,202,166,176,163
ภาคเหนือ,กำแพงเพชร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,13,19,19,25,19,18,18,17,12,17
ภาคเหนือ,กำแพงเพชร,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,5,3,2,5,6,4,5,3,8,6
ภาคเหนือ,กำแพงเพชร,จับกุม,ทำให้ตายโดยประมาท,2,5,2,3,3,2,3,4,0,0
ภาคเหนือ,กำแพงเพชร,จับกุม,พยายามฆ่า,28,33,33,35,24,24,35,34,31,34
ภาคเหนือ,กำแพงเพชร,จับกุม,ทำร้ายร่างกาย,92,86,75,68,75,53,98,74,98,81
ภาคเหนือ,กำแพงเพชร,จับกุม,ข่มขืนกระทำชำเรา,28,31,44,39,21,22,43,34,27,25
ภาคเหนือ,ตาก,รับแจ้ง,รวม,182,163,197,201,175,133,281,182,156,143
ภาคเหนือ,ตาก,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,35,42,34,34,24,28,27,30,28,28
ภาคเหนือ,ตาก,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,1,1,2,0,2,2,8,9,4,4
ภาคเหนือ,ตาก,รับแจ้ง,ทำให้ตายโดยประมาท,3,2,1,1,0,2,3,2,1,0
ภาคเหนือ,ตาก,รับแจ้ง,พยายามฆ่า,45,27,38,45,33,11,25,24,15,14
ภาคเหนือ,ตาก,รับแจ้ง,ทำร้ายร่างกาย,67,69,83,82,70,55,67,76,79,59
ภาคเหนือ,ตาก,รับแจ้ง,ข่มขืนกระทำชำเรา,31,22,39,39,46,35,151,41,29,38
ภาคเหนือ,ตาก,จับกุม,รวม,114,100,131,121,103,84,235,136,126,130
ภาคเหนือ,ตาก,จับกุม,ฆ่าผู้อื่นโดยเจตนา,21,22,19,22,13,22,14,18,20,24
ภาคเหนือ,ตาก,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,0,0,1,0,1,1,7,8,4,4
ภาคเหนือ,ตาก,จับกุม,ทำให้ตายโดยประมาท,3,1,1,0,0,1,2,2,1,0
ภาคเหนือ,ตาก,จับกุม,พยายามฆ่า,27,13,20,23,15,6,20,19,10,14
ภาคเหนือ,ตาก,จับกุม,ทำร้ายร่างกาย,45,50,63,47,44,34,53,58,65,56
ภาคเหนือ,ตาก,จับกุม,ข่มขืนกระทำชำเรา,18,14,27,29,30,20,139,31,26,32
ภาคเหนือ,สุโขทัย,รับแจ้ง,รวม,275,256,238,167,178,148,176,156,180,152
ภาคเหนือ,สุโขทัย,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,29,28,24,20,24,19,20,17,16,24
ภาคเหนือ,สุโขทัย,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,1,2,6,7,6,3,4,2
ภาคเหนือ,สุโขทัย,รับแจ้ง,ทำให้ตายโดยประมาท,2,1,1,2,3,0,6,5,2,0
ภาคเหนือ,สุโขทัย,รับแจ้ง,พยายามฆ่า,71,48,54,22,26,16,27,28,27,19
ภาคเหนือ,สุโขทัย,รับแจ้ง,ทำร้ายร่างกาย,134,137,129,86,92,72,82,66,103,80
ภาคเหนือ,สุโขทัย,รับแจ้ง,ข่มขืนกระทำชำเรา,37,38,29,35,27,34,35,37,28,27
ภาคเหนือ,สุโขทัย,จับกุม,รวม,128,143,145,114,141,111,156,128,161,148
ภาคเหนือ,สุโขทัย,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,17,17,12,20,15,18,16,13,22
ภาคเหนือ,สุโขทัย,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,1,2,6,6,5,3,4,2
ภาคเหนือ,สุโขทัย,จับกุม,ทำให้ตายโดยประมาท,2,1,1,2,3,0,6,4,2,0
ภาคเหนือ,สุโขทัย,จับกุม,พยายามฆ่า,30,26,31,11,22,9,21,23,23,19
ภาคเหนือ,สุโขทัย,จับกุม,ทำร้ายร่างกาย,63,81,79,65,72,56,75,54,94,79
ภาคเหนือ,สุโขทัย,จับกุม,ข่มขืนกระทำชำเรา,19,14,16,22,18,25,31,28,25,26
ภาคเหนือ,พิษณุโลก,รับแจ้ง,รวม,537,434,458,424,407,372,321,338,294,252
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,54,39,36,37,48,33,30,16,25,17
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,8,4,11,10,6,7,7,4
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ทำให้ตายโดยประมาท,8,1,1,2,2,2,3,5,1,2
ภาคเหนือ,พิษณุโลก,รับแจ้ง,พยายามฆ่า,95,92,78,53,64,39,45,54,36,39
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ทำร้ายร่างกาย,283,232,241,251,227,225,191,186,170,141
ภาคเหนือ,พิษณุโลก,รับแจ้ง,ข่มขืนกระทำชำเรา,95,66,94,77,55,63,46,70,55,49
ภาคเหนือ,พิษณุโลก,จับกุม,รวม,255,202,260,228,151,146,137,214,224,220
ภาคเหนือ,พิษณุโลก,จับกุม,ฆ่าผู้อื่นโดยเจตนา,23,26,19,19,24,23,23,14,23,17
ภาคเหนือ,พิษณุโลก,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,2,6,4,3,5,5,6,6,2
ภาคเหนือ,พิษณุโลก,จับกุม,ทำให้ตายโดยประมาท,5,1,1,2,1,1,3,4,0,2
ภาคเหนือ,พิษณุโลก,จับกุม,พยายามฆ่า,38,43,43,31,23,22,17,35,28,36
ภาคเหนือ,พิษณุโลก,จับกุม,ทำร้ายร่างกาย,148,104,135,129,84,73,73,108,122,119
ภาคเหนือ,พิษณุโลก,จับกุม,ข่มขืนกระทำชำเรา,39,26,56,43,16,22,16,47,45,44
ภาคเหนือ,พิจิตร,รับแจ้ง,รวม,259,233,231,174,182,133,135,127,119,113
ภาคเหนือ,พิจิตร,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,20,14,28,20,18,15,9,6,7,5
ภาคเหนือ,พิจิตร,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,2,2,0,3,7,6,2,10,2
ภาคเหนือ,พิจิตร,รับแจ้ง,ทำให้ตายโดยประมาท,0,0,2,0,5,1,1,1,2,1
ภาคเหนือ,พิจิตร,รับแจ้ง,พยายามฆ่า,62,42,42,33,27,18,20,26,14,16
ภาคเหนือ,พิจิตร,รับแจ้ง,ทำร้ายร่างกาย,137,126,121,94,93,69,71,73,71,70
ภาคเหนือ,พิจิตร,รับแจ้ง,ข่มขืนกระทำชำเรา,38,49,36,27,36,23,28,19,15,19
ภาคเหนือ,พิจิตร,จับกุม,รวม,146,124,156,113,101,76,100,90,96,110
ภาคเหนือ,พิจิตร,จับกุม,ฆ่าผู้อื่นโดยเจตนา,12,9,21,15,11,10,6,3,6,5
ภาคเหนือ,พิจิตร,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,2,2,0,2,3,6,2,8,2
ภาคเหนือ,พิจิตร,จับกุม,ทำให้ตายโดยประมาท,0,0,2,0,4,1,1,1,2,1
ภาคเหนือ,พิจิตร,จับกุม,พยายามฆ่า,31,16,29,23,14,9,12,15,12,16
ภาคเหนือ,พิจิตร,จับกุม,ทำร้ายร่างกาย,81,76,83,53,54,39,53,52,58,67
ภาคเหนือ,พิจิตร,จับกุม,ข่มขืนกระทำชำเรา,20,21,19,22,16,14,22,17,10,19
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,รวม,450,350,336,332,314,234,250,228,248,212
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,72,55,52,46,41,40,37,26,25,17
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,3,9,9,12,10,5,9,12,10,8
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ทำให้ตายโดยประมาท,8,8,6,8,2,1,5,2,0,3
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,พยายามฆ่า,85,74,63,63,47,40,39,48,51,32
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ทำร้ายร่างกาย,223,172,148,140,129,110,114,98,122,112
ภาคเหนือ,เพชรบูรณ์,รับแจ้ง,ข่มขืนกระทำชำเรา,59,32,58,63,85,38,46,42,40,40
ภาคเหนือ,เพชรบูรณ์,จับกุม,รวม,202,172,234,280,235,186,211,199,227,207
ภาคเหนือ,เพชรบูรณ์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,43,27,35,32,27,26,32,23,22,17
ภาคเหนือ,เพชรบูรณ์,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,5,7,11,10,5,6,12,7,8
ภาคเหนือ,เพชรบูรณ์,จับกุม,ทำให้ตายโดยประมาท,5,4,4,6,2,1,3,2,0,3
ภาคเหนือ,เพชรบูรณ์,จับกุม,พยายามฆ่า,31,39,40,54,36,35,32,44,46,30
ภาคเหนือ,เพชรบูรณ์,จับกุม,ทำร้ายร่างกาย,100,81,108,124,95,88,100,80,115,111
ภาคเหนือ,เพชรบูรณ์,จับกุม,ข่มขืนกระทำชำเรา,21,16,40,53,65,31,38,38,37,38
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,รวม,"1,238","1,078","1,056",816,794,818,688,595,565,526
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,68,82,50,69,53,48,44,36,29,38
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,11,14,10,18,26,39,32,32,20,29
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ทำให้ตายโดยประมาท,8,9,5,4,5,12,8,8,11,6
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,พยายามฆ่า,118,114,120,96,91,111,97,90,82,50
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ทำร้ายร่างกาย,811,649,676,468,458,439,399,336,314,334
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,รับแจ้ง,ข่มขืนกระทำชำเรา,222,210,195,161,161,169,108,93,109,69
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,รวม,768,734,924,706,528,603,564,528,521,489
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ฆ่าผู้อื่นโดยเจตนา,43,59,42,57,34,32,37,33,27,36
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,11,10,8,17,13,29,29,26,15,28
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ทำให้ตายโดยประมาท,2,7,5,4,5,8,7,8,11,6
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,พยายามฆ่า,73,72,103,79,60,80,85,83,74,46
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ทำร้ายร่างกาย,500,448,604,413,321,342,319,302,297,309
ภาคตะวันออกเฉียงเหนือ,นครราชสีมา,จับกุม,ข่มขืนกระทำชำเรา,139,138,162,136,95,112,87,76,97,64
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,รวม,720,634,561,512,361,387,356,340,399,336
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,35,36,38,44,19,21,20,18,26,24
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,4,6,11,16,19,17,23,15,14,11
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ทำให้ตายโดยประมาท,5,2,5,3,6,6,5,5,6,5
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,พยายามฆ่า,51,82,83,70,44,56,59,53,75,49
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ทำร้ายร่างกาย,512,369,314,263,195,189,178,175,201,206
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,รับแจ้ง,ข่มขืนกระทำชำเรา,113,139,110,116,78,98,71,74,77,41
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,รวม,458,397,454,414,236,324,323,298,327,297
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,30,30,34,36,12,18,19,16,26,24
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,2,6,9,15,12,15,20,13,9,10
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ทำให้ตายโดยประมาท,4,2,5,2,4,6,4,2,6,5
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,พยายามฆ่า,31,56,72,54,32,48,56,46,63,44
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ทำร้ายร่างกาย,317,224,246,217,132,160,160,160,159,180
ภาคตะวันออกเฉียงเหนือ,บุรีรัมย์,จับกุม,ข่มขืนกระทำชำเรา,74,79,88,90,44,77,64,61,64,34
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,รวม,486,485,448,362,356,350,333,293,351,323
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,27,32,35,30,21,31,21,22,22,14
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ฆ่าผู้อื่นโดยไม่เจตนา,2,4,6,4,15,14,10,11,15,16
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ทำให้ตายโดยประมาท,10,3,3,3,8,9,5,6,5,3
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,พยายามฆ่า,38,56,66,55,48,48,63,47,48,40
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ทำร้ายร่างกาย,288,284,252,208,172,177,165,142,183,162
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,รับแจ้ง,ข่มขืนกระทำชำเรา,121,106,86,62,92,71,69,65,78,88
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,รวม,270,376,388,279,180,287,291,247,307,283
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ฆ่าผู้อื่นโดยเจตนา,22,23,25,23,18,29,20,21,22,12
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ฆ่าผู้อื่นโดยไม่เจตนา,1,4,6,4,11,12,10,8,14,15
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ทำให้ตายโดยประมาท,8,2,2,2,8,9,5,5,4,3
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,พยายามฆ่า,21,36,54,38,29,42,58,42,40,37
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ทำร้ายร่างกาย,152,226,223,167,84,141,144,119,162,144
ภาคตะวันออกเฉียงเหนือ,สุรินทร์,จับกุม,ข่มขืนกระทำชำเรา,66,85,78,45,30,54,54,52,65,72
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,รวม,752,671,621,529,305,371,367,323,454,380
ภาคตะวันออกเฉียงเหนือ,ศรีสะเกษ,รับแจ้ง,ฆ่าผู้อื่นโดยเจตนา,33,35,26,27,23,43,22,20,28,17
