ภาค,จังหวัด,ระดับการศึกษา,สายการศึกษา,รวม
ภาคกลาง,ราชบุรี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11188.78
ภาคกลาง,ราชบุรี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคกลาง,ราชบุรี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1372.0425
ภาคกลาง,กาญจนบุรี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,648870.25
ภาคกลาง,กาญจนบุรี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,57776.96
ภาคกลาง,กาญจนบุรี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,144666.8925
ภาคกลาง,กาญจนบุรี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,132683.445
ภาคกลาง,กาญจนบุรี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,112478.9
ภาคกลาง,กาญจนบุรี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,77838.9225
ภาคกลาง,กาญจนบุรี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,24875.9075
ภาคกลาง,กาญจนบุรี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,66.72
ภาคกลาง,กาญจนบุรี,ระดับอุดมศึกษา,สายวิชาการ,56840.685
ภาคกลาง,กาญจนบุรี,ระดับอุดมศึกษา,สายวิชาชีพ,23178.4025
ภาคกลาง,กาญจนบุรี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,13396.67
ภาคกลาง,กาญจนบุรี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,106.5625
ภาคกลาง,กาญจนบุรี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,4960.1775
ภาคกลาง,สุพรรณบุรี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,727506
ภาคกลาง,สุพรรณบุรี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,22361.43
ภาคกลาง,สุพรรณบุรี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,210114.3175
ภาคกลาง,สุพรรณบุรี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,187465.55
ภาคกลาง,สุพรรณบุรี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,142017.3
ภาคกลาง,สุพรรณบุรี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,69919.9925
ภาคกลาง,สุพรรณบุรี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,20355.1225
ภาคกลาง,สุพรรณบุรี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,178.595
ภาคกลาง,สุพรรณบุรี,ระดับอุดมศึกษา,สายวิชาการ,43547.205
ภาคกลาง,สุพรรณบุรี,ระดับอุดมศึกษา,สายวิชาชีพ,15209.2
ภาคกลาง,สุพรรณบุรี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11680.42
ภาคกลาง,สุพรรณบุรี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,588.3125
ภาคกลาง,สุพรรณบุรี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,4068.55
ภาคกลาง,นครปฐม,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,991849.25
ภาคกลาง,นครปฐม,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,67302.94
ภาคกลาง,นครปฐม,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,186888.4925
ภาคกลาง,นครปฐม,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,207157.0475
ภาคกลาง,นครปฐม,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,184378.1425
ภาคกลาง,นครปฐม,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,118039.66
ภาคกลาง,นครปฐม,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,37737.265
ภาคกลาง,นครปฐม,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,315.99
ภาคกลาง,นครปฐม,ระดับอุดมศึกษา,สายวิชาการ,130912.76
ภาคกลาง,นครปฐม,ระดับอุดมศึกษา,สายวิชาชีพ,39285.665
ภาคกลาง,นครปฐม,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,19080.0025
ภาคกลาง,นครปฐม,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคกลาง,นครปฐม,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,751.28
ภาคกลาง,สมุทรสาคร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,907571.25
ภาคกลาง,สมุทรสาคร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,67507.64
ภาคกลาง,สมุทรสาคร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,95494.3275
ภาคกลาง,สมุทรสาคร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,152597.625
ภาคกลาง,สมุทรสาคร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,150084.395
ภาคกลาง,สมุทรสาคร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,95910.025
ภาคกลาง,สมุทรสาคร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,32915.2575
ภาคกลาง,สมุทรสาคร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,195.7325
ภาคกลาง,สมุทรสาคร,ระดับอุดมศึกษา,สายวิชาการ,122922.54
ภาคกลาง,สมุทรสาคร,ระดับอุดมศึกษา,สายวิชาชีพ,37721.9275
ภาคกลาง,สมุทรสาคร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8811.905
ภาคกลาง,สมุทรสาคร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,141024.4225
ภาคกลาง,สมุทรสาคร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,2385.45
ภาคกลาง,สมุทรสงคราม,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,164864.75
ภาคกลาง,สมุทรสงคราม,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,10013.5925
ภาคกลาง,สมุทรสงคราม,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,36898.92
ภาคกลาง,สมุทรสงคราม,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,32960.145
ภาคกลาง,สมุทรสงคราม,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,27730.23
ภาคกลาง,สมุทรสงคราม,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,17254.035
ภาคกลาง,สมุทรสงคราม,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,8214.11
ภาคกลาง,สมุทรสงคราม,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,25.8775
ภาคกลาง,สมุทรสงคราม,ระดับอุดมศึกษา,สายวิชาการ,19136.5975
ภาคกลาง,สมุทรสงคราม,ระดับอุดมศึกษา,สายวิชาชีพ,8274.4325
ภาคกลาง,สมุทรสงคราม,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,4356.8125
ภาคกลาง,สมุทรสงคราม,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคกลาง,สมุทรสงคราม,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคกลาง,เพชรบุรี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,403441.5
ภาคกลาง,เพชรบุรี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,8104.78
ภาคกลาง,เพชรบุรี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,107323.4975
ภาคกลาง,เพชรบุรี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,73146.1075
ภาคกลาง,เพชรบุรี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,70703.11
ภาคกลาง,เพชรบุรี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,55970.7375
ภาคกลาง,เพชรบุรี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,13293.5975
ภาคกลาง,เพชรบุรี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,135.8075
ภาคกลาง,เพชรบุรี,ระดับอุดมศึกษา,สายวิชาการ,46347.9875
ภาคกลาง,เพชรบุรี,ระดับอุดมศึกษา,สายวิชาชีพ,11589.26
ภาคกลาง,เพชรบุรี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,10840.9475
ภาคกลาง,เพชรบุรี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคกลาง,เพชรบุรี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,5985.68
ภาคกลาง,ประจวบคีรีขันธ์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,376021
ภาคกลาง,ประจวบคีรีขันธ์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,18693.5625
ภาคกลาง,ประจวบคีรีขันธ์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,75221.4775
ภาคกลาง,ประจวบคีรีขันธ์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,78963.4375
ภาคกลาง,ประจวบคีรีขันธ์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,72533.72
ภาคกลาง,ประจวบคีรีขันธ์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,49530.05
ภาคกลาง,ประจวบคีรีขันธ์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,15543.3
ภาคกลาง,ประจวบคีรีขันธ์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,181.275
ภาคกลาง,ประจวบคีรีขันธ์,ระดับอุดมศึกษา,สายวิชาการ,40621.15
ภาคกลาง,ประจวบคีรีขันธ์,ระดับอุดมศึกษา,สายวิชาชีพ,15856.6475
ภาคกลาง,ประจวบคีรีขันธ์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,6495.765
ภาคกลาง,ประจวบคีรีขันธ์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,534.365
ภาคกลาง,ประจวบคีรีขันธ์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1846.2525
ภาคเหนือ,เชียงใหม่,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1450088.25
ภาคเหนือ,เชียงใหม่,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,175964.2225
ภาคเหนือ,เชียงใหม่,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,308028.7425
ภาคเหนือ,เชียงใหม่,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,200658.705
ภาคเหนือ,เชียงใหม่,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,214852.9025
ภาคเหนือ,เชียงใหม่,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,196004.575
ภาคเหนือ,เชียงใหม่,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,44888.205
ภาคเหนือ,เชียงใหม่,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,138.04
ภาคเหนือ,เชียงใหม่,ระดับอุดมศึกษา,สายวิชาการ,216324.7775
ภาคเหนือ,เชียงใหม่,ระดับอุดมศึกษา,สายวิชาชีพ,55874.0925
ภาคเหนือ,เชียงใหม่,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,35924.82
ภาคเหนือ,เชียงใหม่,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,543.7275
ภาคเหนือ,เชียงใหม่,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,885.435
ภาคเหนือ,ลำพูน,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,356846.5
ภาคเหนือ,ลำพูน,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,24891.69
ภาคเหนือ,ลำพูน,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,89576.605
ภาคเหนือ,ลำพูน,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,55786.83
ภาคเหนือ,ลำพูน,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,52631.0025
ภาคเหนือ,ลำพูน,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,55536.5175
ภาคเหนือ,ลำพูน,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,12323.215
ภาคเหนือ,ลำพูน,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคเหนือ,ลำพูน,ระดับอุดมศึกษา,สายวิชาการ,38874.9575
ภาคเหนือ,ลำพูน,ระดับอุดมศึกษา,สายวิชาชีพ,19263.6075
ภาคเหนือ,ลำพูน,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,7962.0775
ภาคเหนือ,ลำพูน,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,ลำพูน,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,ลำปาง,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,631700.75
ภาคเหนือ,ลำปาง,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,33216.6175
ภาคเหนือ,ลำปาง,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,185846.055
ภาคเหนือ,ลำปาง,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,93654.935
ภาคเหนือ,ลำปาง,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,100159.63
ภาคเหนือ,ลำปาง,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,70013.4225
ภาคเหนือ,ลำปาง,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,24109.4625
ภาคเหนือ,ลำปาง,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,42.1275
ภาคเหนือ,ลำปาง,ระดับอุดมศึกษา,สายวิชาการ,72060.4325
ภาคเหนือ,ลำปาง,ระดับอุดมศึกษา,สายวิชาชีพ,38690.6025
ภาคเหนือ,ลำปาง,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,13737.655
ภาคเหนือ,ลำปาง,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,169.805
ภาคเหนือ,ลำปาง,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,อุตรดิตถ์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,363264.25
ภาคเหนือ,อุตรดิตถ์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,7600.225
ภาคเหนือ,อุตรดิตถ์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,114012.0625
ภาคเหนือ,อุตรดิตถ์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,67140.6625
ภาคเหนือ,อุตรดิตถ์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,53850.0225
ภาคเหนือ,อุตรดิตถ์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,47717.095
ภาคเหนือ,อุตรดิตถ์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,13607.1525
ภาคเหนือ,อุตรดิตถ์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,111.43
ภาคเหนือ,อุตรดิตถ์,ระดับอุดมศึกษา,สายวิชาการ,34195.4025
ภาคเหนือ,อุตรดิตถ์,ระดับอุดมศึกษา,สายวิชาชีพ,17078.105
ภาคเหนือ,อุตรดิตถ์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,7952.0925
ภาคเหนือ,อุตรดิตถ์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,อุตรดิตถ์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,แพร่,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,362767.75
ภาคเหนือ,แพร่,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,9436.66
ภาคเหนือ,แพร่,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,121750.415
ภาคเหนือ,แพร่,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,63840.1625
ภาคเหนือ,แพร่,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,55489.53
ภาคเหนือ,แพร่,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,40965.865
ภาคเหนือ,แพร่,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,12690.8475
ภาคเหนือ,แพร่,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,47.0825
ภาคเหนือ,แพร่,ระดับอุดมศึกษา,สายวิชาการ,32145.395
ภาคเหนือ,แพร่,ระดับอุดมศึกษา,สายวิชาชีพ,17368.9125
ภาคเหนือ,แพร่,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8666.5525
ภาคเหนือ,แพร่,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,แพร่,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,366.325
ภาคเหนือ,น่าน,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,360963.25
ภาคเหนือ,น่าน,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,32495.125
ภาคเหนือ,น่าน,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,96088.085
ภาคเหนือ,น่าน,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,60476.43
ภาคเหนือ,น่าน,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,59782.5475
ภาคเหนือ,น่าน,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,50021.84
ภาคเหนือ,น่าน,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6430.1875
ภาคเหนือ,น่าน,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,325.1575
ภาคเหนือ,น่าน,ระดับอุดมศึกษา,สายวิชาการ,33915.35
ภาคเหนือ,น่าน,ระดับอุดมศึกษา,สายวิชาชีพ,12546.725
ภาคเหนือ,น่าน,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8881.8025
ภาคเหนือ,น่าน,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,น่าน,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,พะเยา,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,345404.5025
ภาคเหนือ,พะเยา,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,27778.3375
ภาคเหนือ,พะเยา,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,101819.5775
ภาคเหนือ,พะเยา,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,61144.8575
ภาคเหนือ,พะเยา,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,51083.525
ภาคเหนือ,พะเยา,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,53676.25
ภาคเหนือ,พะเยา,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6173.9975
ภาคเหนือ,พะเยา,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคเหนือ,พะเยา,ระดับอุดมศึกษา,สายวิชาการ,26915.3025
ภาคเหนือ,พะเยา,ระดับอุดมศึกษา,สายวิชาชีพ,8988.03
ภาคเหนือ,พะเยา,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,7824.6275
ภาคเหนือ,พะเยา,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,พะเยา,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,เชียงราย,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,949836
ภาคเหนือ,เชียงราย,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,122417.14
ภาคเหนือ,เชียงราย,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,255430.18
ภาคเหนือ,เชียงราย,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,185010.065
ภาคเหนือ,เชียงราย,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,152358.2975
ภาคเหนือ,เชียงราย,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,121422.3925
ภาคเหนือ,เชียงราย,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,17494.7025
ภาคเหนือ,เชียงราย,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,236.455
ภาคเหนือ,เชียงราย,ระดับอุดมศึกษา,สายวิชาการ,57871.68
ภาคเหนือ,เชียงราย,ระดับอุดมศึกษา,สายวิชาชีพ,22086.99
ภาคเหนือ,เชียงราย,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,14737.98
ภาคเหนือ,เชียงราย,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,เชียงราย,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,770.115
ภาคเหนือ,แม่ฮ่องสอน,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,151901
ภาคเหนือ,แม่ฮ่องสอน,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,48209.095
ภาคเหนือ,แม่ฮ่องสอน,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,15438.99
ภาคเหนือ,แม่ฮ่องสอน,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,27606.5225
ภาคเหนือ,แม่ฮ่องสอน,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,23644.1375
ภาคเหนือ,แม่ฮ่องสอน,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,18825.215
ภาคเหนือ,แม่ฮ่องสอน,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,2170.6
ภาคเหนือ,แม่ฮ่องสอน,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคเหนือ,แม่ฮ่องสอน,ระดับอุดมศึกษา,สายวิชาการ,8326.3425
ภาคเหนือ,แม่ฮ่องสอน,ระดับอุดมศึกษา,สายวิชาชีพ,3817.2825
ภาคเหนือ,แม่ฮ่องสอน,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,3858.515
ภาคเหนือ,แม่ฮ่องสอน,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,4.3
ภาคเหนือ,แม่ฮ่องสอน,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,นครสวรรค์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,815668.75
ภาคเหนือ,นครสวรรค์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,36615.9025
ภาคเหนือ,นครสวรรค์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,253845.49
ภาคเหนือ,นครสวรรค์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,136787.6425
ภาคเหนือ,นครสวรรค์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,151818.0425
ภาคเหนือ,นครสวรรค์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,94890.4925
ภาคเหนือ,นครสวรรค์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,22181.72
ภาคเหนือ,นครสวรรค์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,126.1225
ภาคเหนือ,นครสวรรค์,ระดับอุดมศึกษา,สายวิชาการ,66909.66
ภาคเหนือ,นครสวรรค์,ระดับอุดมศึกษา,สายวิชาชีพ,30385.135
ภาคเหนือ,นครสวรรค์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,21747.71
ภาคเหนือ,นครสวรรค์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคเหนือ,นครสวรรค์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,360.835
ภาคเหนือ,อุทัยธานี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,238775.25
ภาคเหนือ,อุทัยธานี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,10146.375
ภาคเหนือ,อุทัยธานี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,81795.615
ภาคเหนือ,อุทัยธานี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,44923.4325
ภาคเหนือ,อุทัยธานี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,35892.495
ภาคเหนือ,อุทัยธานี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,26571.675
ภาคเหนือ,อุทัยธานี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6913.0275
ภาคเหนือ,อุทัยธานี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,26.2425
ภาคเหนือ,อุทัยธานี,ระดับอุดมศึกษา,สายวิชาการ,17414.5025
ภาคเหนือ,อุทัยธานี,ระดับอุดมศึกษา,สายวิชาชีพ,9814.085
