ภาค,จังหวัด,ระดับการศึกษา,สายการศึกษา,รวม
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,54.715
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ระดับอุดมศึกษา,สายวิชาการ,57227.6975
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ระดับอุดมศึกษา,สายวิชาชีพ,19458.32
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,14120.4675
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,มหาสารคาม,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,857661.75
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,4149.0975
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,298091.84
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,205922.8925
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,144345.3725
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,107967.16
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,13360.5625
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับอุดมศึกษา,สายวิชาการ,45922.5325
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับอุดมศึกษา,สายวิชาชีพ,22466.5975
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,15273.1725
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,ร้อยเอ็ด,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,162.5275
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,651825.75
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,2607.1225
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,191048.345
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,166184.2175
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,110592.0925
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,95999.1475
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,10413.9625
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,103.0025
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับอุดมศึกษา,สายวิชาการ,39618.1475
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับอุดมศึกษา,สายวิชาชีพ,19036.1475
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,16087.985
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,กาฬสินธุ์,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,135.58
ภาคตะวันออกเฉียงเหนือ,สกลนคร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,729095.75
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,7473.205
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,198449.005
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,213542.895
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,128531.0425
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,79640.0725
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,25423.465
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,320.1325
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับอุดมศึกษา,สายวิชาการ,42890.6775
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับอุดมศึกษา,สายวิชาชีพ,17578.6475
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,15097.7425
ภาคตะวันออกเฉียงเหนือ,สกลนคร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,สกลนคร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,148.865
ภาคตะวันออกเฉียงเหนือ,นครพนม,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,441643
ภาคตะวันออกเฉียงเหนือ,นครพนม,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,5699.35
ภาคตะวันออกเฉียงเหนือ,นครพนม,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,124831.6975
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,100834.89
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,84540.4825
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,57277.7825
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,9065.205
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,113.4025
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับอุดมศึกษา,สายวิชาการ,30772.705
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับอุดมศึกษา,สายวิชาชีพ,15740.415
ภาคตะวันออกเฉียงเหนือ,นครพนม,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,12672.0175
ภาคตะวันออกเฉียงเหนือ,นครพนม,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,นครพนม,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,95.0525
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,275015.5
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,7593.715
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,70194.3425
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,67158.89
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,56502.1525
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,36787.8225
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,5420.7825
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับอุดมศึกษา,สายวิชาการ,16795.065
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับอุดมศึกษา,สายวิชาชีพ,8640.0625
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,5922.6725
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคตะวันออกเฉียงเหนือ,มุกดาหาร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,นครศรีธรรมราช,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1284076
ภาคใต้,นครศรีธรรมราช,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,30515.465
ภาคใต้,นครศรีธรรมราช,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,286293.9525
ภาคใต้,นครศรีธรรมราช,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,270566.8025
ภาคใต้,นครศรีธรรมราช,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,233090.555
ภาคใต้,นครศรีธรรมราช,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,152703.6225
ภาคใต้,นครศรีธรรมราช,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,58880.3375
ภาคใต้,นครศรีธรรมราช,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,728.6925
ภาคใต้,นครศรีธรรมราช,ระดับอุดมศึกษา,สายวิชาการ,142194.905
ภาคใต้,นครศรีธรรมราช,ระดับอุดมศึกษา,สายวิชาชีพ,74843.5125
ภาคใต้,นครศรีธรรมราช,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,31850.3925
ภาคใต้,นครศรีธรรมราช,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,นครศรีธรรมราช,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,2407.7575
ภาคใต้,กระบี่,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,298815
ภาคใต้,กระบี่,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,8515.5525
ภาคใต้,กระบี่,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,54591.85
ภาคใต้,กระบี่,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,66857.125
ภาคใต้,กระบี่,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,62979.815
ภาคใต้,กระบี่,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,44746.255
ภาคใต้,กระบี่,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,10111.11
ภาคใต้,กระบี่,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,46.49
ภาคใต้,กระบี่,ระดับอุดมศึกษา,สายวิชาการ,31398.8175
ภาคใต้,กระบี่,ระดับอุดมศึกษา,สายวิชาชีพ,13072.87
ภาคใต้,กระบี่,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,6130.415
ภาคใต้,กระบี่,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,กระบี่,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,364.7
ภาคใต้,พังงา,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,220499.75
ภาคใต้,พังงา,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,12382.5175
ภาคใต้,พังงา,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,41000.07
ภาคใต้,พังงา,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,55858.8025
ภาคใต้,พังงา,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,40226.78
ภาคใต้,พังงา,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,24730.865
ภาคใต้,พังงา,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,9994.435
ภาคใต้,พังงา,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,6.42
ภาคใต้,พังงา,ระดับอุดมศึกษา,สายวิชาการ,23020.21
ภาคใต้,พังงา,ระดับอุดมศึกษา,สายวิชาชีพ,7982.88
ภาคใต้,พังงา,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,3728.4525
ภาคใต้,พังงา,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,495.245
ภาคใต้,พังงา,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1073.0775
ภาคใต้,ภูเก็ต,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,454711.25
ภาคใต้,ภูเก็ต,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,6856
ภาคใต้,ภูเก็ต,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,43766.7
ภาคใต้,ภูเก็ต,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,68970.53
ภาคใต้,ภูเก็ต,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,85371.725
ภาคใต้,ภูเก็ต,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,72090.2275
ภาคใต้,ภูเก็ต,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,27957.8225
ภาคใต้,ภูเก็ต,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,40.94
ภาคใต้,ภูเก็ต,ระดับอุดมศึกษา,สายวิชาการ,102448.6375
ภาคใต้,ภูเก็ต,ระดับอุดมศึกษา,สายวิชาชีพ,29873.26
ภาคใต้,ภูเก็ต,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11491.205
ภาคใต้,ภูเก็ต,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,80.825
ภาคใต้,ภูเก็ต,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,5763.3775
ภาคใต้,สุราษฎร์ธานี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,884733
ภาคใต้,สุราษฎร์ธานี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,38535.165
ภาคใต้,สุราษฎร์ธานี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,150206.9875
ภาคใต้,สุราษฎร์ธานี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,215984.1625
ภาคใต้,สุราษฎร์ธานี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,178233.235
ภาคใต้,สุราษฎร์ธานี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,116524.03
ภาคใต้,สุราษฎร์ธานี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,28167.2775
ภาคใต้,สุราษฎร์ธานี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคใต้,สุราษฎร์ธานี,ระดับอุดมศึกษา,สายวิชาการ,99718.7775
ภาคใต้,สุราษฎร์ธานี,ระดับอุดมศึกษา,สายวิชาชีพ,28137.7375
ภาคใต้,สุราษฎร์ธานี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,14664.93
ภาคใต้,สุราษฎร์ธานี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,สุราษฎร์ธานี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,14560.7
ภาคใต้,ระนอง,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,205875
ภาคใต้,ระนอง,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,15862.45
ภาคใต้,ระนอง,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,43783.0025
ภาคใต้,ระนอง,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,46990.0825
ภาคใต้,ระนอง,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,38961.615
ภาคใต้,ระนอง,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,25593.41
ภาคใต้,ระนอง,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,7096.59
ภาคใต้,ระนอง,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคใต้,ระนอง,ระดับอุดมศึกษา,สายวิชาการ,16570.7375
ภาคใต้,ระนอง,ระดับอุดมศึกษา,สายวิชาชีพ,7642.1
ภาคใต้,ระนอง,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,3375.01
ภาคใต้,ระนอง,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,ระนอง,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,ชุมพร,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,415228.5
ภาคใต้,ชุมพร,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,16211.17
ภาคใต้,ชุมพร,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,80750.54
ภาคใต้,ชุมพร,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,81356.88
ภาคใต้,ชุมพร,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,86381.095
ภาคใต้,ชุมพร,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,58971.5375
ภาคใต้,ชุมพร,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,18207.8925
ภาคใต้,ชุมพร,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,23.9075
ภาคใต้,ชุมพร,ระดับอุดมศึกษา,สายวิชาการ,43709.3925
ภาคใต้,ชุมพร,ระดับอุดมศึกษา,สายวิชาชีพ,20739.7725
ภาคใต้,ชุมพร,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,8736.345
ภาคใต้,ชุมพร,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,ชุมพร,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,139.9675
ภาคใต้,สงขลา,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,1277368.75
ภาคใต้,สงขลา,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,31549.5775
ภาคใต้,สงขลา,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,219598.1325
ภาคใต้,สงขลา,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,210970.145
ภาคใต้,สงขลา,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,221685.73
ภาคใต้,สงขลา,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,209726.5625
ภาคใต้,สงขลา,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,58876.5825
ภาคใต้,สงขลา,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,1833.685
ภาคใต้,สงขลา,ระดับอุดมศึกษา,สายวิชาการ,202161.24
ภาคใต้,สงขลา,ระดับอุดมศึกษา,สายวิชาชีพ,75651.8025
ภาคใต้,สงขลา,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,38398.8675
ภาคใต้,สงขลา,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,2102.135
ภาคใต้,สงขลา,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,4814.2925
ภาคใต้,สตูล,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,218903.75
ภาคใต้,สตูล,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,7907.0225
ภาคใต้,สตูล,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,35050.5975
ภาคใต้,สตูล,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,54405.72
ภาคใต้,สตูล,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,40054.6775
ภาคใต้,สตูล,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,35724.3725
ภาคใต้,สตูล,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6912.555
ภาคใต้,สตูล,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,15.8925
ภาคใต้,สตูล,ระดับอุดมศึกษา,สายวิชาการ,24398
ภาคใต้,สตูล,ระดับอุดมศึกษา,สายวิชาชีพ,8289.25
ภาคใต้,สตูล,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,5854.6175
ภาคใต้,สตูล,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,171.065
ภาคใต้,สตูล,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,119.9825
ภาคใต้,ตรัง,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,517858.5
ภาคใต้,ตรัง,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,12101.5725
ภาคใต้,ตรัง,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,117895.1925
ภาคใต้,ตรัง,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,118937.6825
ภาคใต้,ตรัง,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,92712.23
ภาคใต้,ตรัง,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,65063.0225
ภาคใต้,ตรัง,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,14002.5725
ภาคใต้,ตรัง,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,234.5075
ภาคใต้,ตรัง,ระดับอุดมศึกษา,สายวิชาการ,60401.8775
ภาคใต้,ตรัง,ระดับอุดมศึกษา,สายวิชาชีพ,25163.145
ภาคใต้,ตรัง,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,11332.8625
ภาคใต้,ตรัง,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,13.83
ภาคใต้,ตรัง,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,พัทลุง,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,425495.75
ภาคใต้,พัทลุง,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,8213.6725
ภาคใต้,พัทลุง,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,110023.4875
ภาคใต้,พัทลุง,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,79710.69
ภาคใต้,พัทลุง,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,68499.29
ภาคใต้,พัทลุง,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,59791.625
ภาคใต้,พัทลุง,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,15646.015
ภาคใต้,พัทลุง,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,86.44
ภาคใต้,พัทลุง,ระดับอุดมศึกษา,สายวิชาการ,51781.9775
ภาคใต้,พัทลุง,ระดับอุดมศึกษา,สายวิชาชีพ,21030.28
ภาคใต้,พัทลุง,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,10712.275
ภาคใต้,พัทลุง,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,พัทลุง,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,0
ภาคใต้,ปัตตานี,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,474779
ภาคใต้,ปัตตานี,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,50383.695
ภาคใต้,ปัตตานี,ก่อนประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,56067.9075
ภาคใต้,ปัตตานี,ระดับประถมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,144053.965
ภาคใต้,ปัตตานี,ระดับมัธยมศึกษาตอนต้น,สายวิชาการศึกษาระดับมหาวิทยาลัย,85275.79
ภาคใต้,ปัตตานี,ระดับมัธยมศึกษาตอนปลาย,สายสามัญ,71845.31
ภาคใต้,ปัตตานี,ระดับมัธยมศึกษาตอนปลาย,สายอาชีวศึกษา,6938.645
ภาคใต้,ปัตตานี,ระดับมัธยมศึกษาตอนปลาย,สายวิชาการศึกษา,0
ภาคใต้,ปัตตานี,ระดับอุดมศึกษา,สายวิชาการ,28822.31
ภาคใต้,ปัตตานี,ระดับอุดมศึกษา,สายวิชาชีพ,14031
ภาคใต้,ปัตตานี,ระดับอุดมศึกษา,สายวิชาการศึกษาระดับมหาวิทยาลัย,16066.72
ภาคใต้,ปัตตานี,การศึกษาอื่น ๆ,สายวิชาการศึกษาระดับมหาวิทยาลัย,1266.575
ภาคใต้,ปัตตานี,ไม่ทราบ,สายวิชาการศึกษาระดับมหาวิทยาลัย,27.08
ภาคใต้,ยะลา,รวม,สายวิชาการศึกษาระดับมหาวิทยาลัย,338641.5
ภาคใต้,ยะลา,ไม่ได้เรียน,สายวิชาการศึกษาระดับมหาวิทยาลัย,26200.0875
